,id,artist,first_artist,song,weeks_on_chart,peak_rank,lyrics,length,word_count,language,language_score
137,6262,Bad Bunny,Bad Bunny,Pero Ya No,1,63,"Yeh-yeh-yeh-yeh-yeh-yeh-yeh-yeh-eh ¡Ju! Okey, ey, ey  Ante' yo te quería, pero ya no Tú me gustaba', pero ya no Yo estaba pa' ti, pero ya no Ey, pero ya no, ey, pero ya no Ante' yo te quería, pero ya no Tú me gustaba', pero ya no Yo estaba pa' ti, pero ya no Ey, pero ya no, ey, pero ya no (Ey, ey, ey, ey)  Conmigo ya no tiene' break, ey Ya no quiero de tu amor fake, ey Ya no estoy pa' ti, ya no estoy pa' ti Conmigo ya no tiene' break, ey Ya no quiero de tu amor fake, ey Ya no estoy pa' ti, ya no estoy pa' ti  Ahora en toa' las rede' me sigue' Sorry, mami, no me hostigue' Pero como yo no se consigue Tú fuera' mi J.Lo, yo tu Álex Rodrígue' Pero, ahora me gusta otra sicaria que vive por Bayamón A mí ya no me cachas, yo no soy un Pokémon Tengo a otra que me brinca hasta que se joda el camón No quiero que me llore', no venga' con el dramón, no Que ya no estamo' pa' los tiempo' de la high, ey Hace rato que te dije ""bye"" Gracias por el apoyo, baby, gracia' por los like' Yo estoy con cinco cubana' y cuatro hookah en Mokai Me compré una Hayabusa y no te vo' a dar una ride En verda' prefiero dárselo a tu mai' Contigo no me enfango, no vo' a manchar las Off-White Si no te gusta, sorry, esa e' la que hay  Porque ante' yo te quería, pero ya no Tú me gustaba', pero ya no Yo estaba pa' ti, pero ya no Ey, pero ya no, ey, pero ya no  ¡Acho, bro!",1350,289,es,0.9999955847535955
138,6231,Bad Bunny,Bad Bunny,Si Veo A Tu Mama,5,32,"Yeh, yeh  Todavía yo te quiero Pero sé que e' un error Porque ya tú no me quieres Y sin ti me va mejor Y si veo a tu mamá (Ey) Yo le pregunto por ti Pa' ver si ya tienes a alguien (¿Uh?) Alguien que te haga feliz  Y aquí estoy arrebata'o Pensando en to'a las vece' que te lo metí Pensando en to'a las vece' que estuve pa' ti (Pa' ti, pa' ti, pa' ti) No sé por qué diablo' me engaño (No) Diciendo que te olvidé cuando te extraño Solo comparto memes, ya yo no escribo nada (Damn) Y no he borra'o tu foto, solo la puse privada  Maldito año nuevo y lo que me trajo, ey Me botaron del trabajo por estar mirando pa' abajo Pensando en ti siempre cabizbajo Me veo gordito, nada que rebajo (Nah) No sé por qué la vida me ultrajo (No) Pensando coger un atajo Conocí a alguien, pero no sé, nunca encajo (Ah) Al meno' que sea' tú (Tú, tú, tú, tú) Baby, te quiero aunque diga lo contrario Llevo sei' mese' solitario, pero  Hoy salí con lo' muchacho' a beber (Jaja) Y dije que de ti no iba hablar (No, no, no) Son las 5, ya va amanecer (Ku-ku-ku-ku) Si no prenden, la voy a llamar Hoy salí con lo' muchacho' a beber (Jaja) Y dije que de ti no iba hablar (No, no, no) Son las 5, ya va amanecer (Ku-ku-ku-ku) Si no prenden, la voy a llamar  Todavía yo te quiero (Yo te quiero) Pero sé que e' un error (Se hace, no) Porque ya tú no me quieres (No, no) Y sin ti me va mejor (Juju) Y si veo a tu mamá (Mami), ey Yo le pregunto por ti (Okey) Pa' ver si ya tienes a alguien Alguien que te haga feliz Jajaja",1485,308,es,0.9999955546393382
139,6293,Bad Bunny,Bad Bunny,Solia,1,94,"Llegó soliá, salió sin la' amiga' Revelá', en el alcohol buscando una salida De esa relación de mentira Mami, ya vi cómo me miras Te lo repito por si se te olvida Envíale un mensaje que diga  Que no te deje sola Porque puede perderte Si algún día vuelve a verte De mi parte le dice' que no te deje sola Porque puede perderte Si algún día vuelve a verte Eh, eh, eh, eh  Eh, eh-eh Oh-oh-oh-oh Eh, eh-eh Oh-oh-oh-oh Eh, eh-eh Oh-oh-oh-oh Eh, eh-eh Oh-oh-oh-oh  Hoy quiere bailar la noche entera, eh Está casi soltera No le presento a nadie, eso le da flojera Total, al final de la noche ella tiene lo que quiera La luna ya le indicó Subió algo pa'l story, alguien se picó Sonó su canción y se la dedicó Dice que quiere hacerlo conmigo rico, eh Que lo' cristale' se empañen La nena está grande, como pa' que alguien la regañe La noche no le dañe, eh Que la Kardashian ya no está pa' Kanye Han sido mucha' decepcione', eh Mentira' de to' esto' cabrone', eh Una ve' má' le fallaron Daría una oportunida', pero se le acabaron  Llegó soliá, salió sin la' amiga' Revelá', en el alcohol buscando una salida De esa relación de mentira Mami, ya vi cómo me miras Te lo repito por si se te olvida Envíale un mensaje que diga  Que no te deje sola Porque puede perderte Si algún día vuelve a verte De mi parte le dice' que no te deje sola Porque puede perderte Si algún día vuelve a verte",1372,264,es,0.9999967773099493
141,10173,Bad Bunny,Bad Bunny,Te Deseo Lo Mejor,1,74,"Yo sé que soy un cabrón Que no merezco tu perdón Te juro que no e' mi intención Pero si escucha' esta canción  Te deseo lo mejor Ojalá que te olvides de mí-í-í-í-í Yo sé que fui lo peor Y tú mereces ser feli'-i'-i'-i' Me voy antes de que sea tarde Y el corazón te destroce otra ve' Ya sé que soy un cobarde Si quiere' haz quе no me conoce', está biеn  Otra ve' no cumplí lo que te prometí Otra ve' te fallé, otra ve' te mentí, eh-eh Otra ve' me toca ser el malo ¿De qué valen la' flore' y lo' regalo'? Si soy culpable de tu dolor Y por mí ahora ere' peor No quiere' que más nadie te hable de amor Pero yo—  Te deseo lo mejor Ojalá que te olvides de mí-í-í-í-í Yo sé que fui lo peor Y tú mereces ser feli'-i'-i'-i' Me voy ante' de que sea tarde Y el corazón te destroce otra ve' Ya sé que soy un cobarde Si quiere' haz que no me conoce', está bien, eh",850,179,es,0.999996912956543
142,10159,Bad Bunny,Bad Bunny,Te Mudaste,2,60,"Pasa el tiempo (Pasa el tiempo) Y no te veo (Y no te veo) Dime dónde estás, dime dónde estás (Ah-ah) Que extraño el bellaqueo (El bellaqueo) Las noches de perreo (Noches de perreo) Dime dónde estás (Dime dónde estás), dime dónde estás  Que ando mirando la foto de cuando chingamos Bonitos recuerdos de cuando nos escapamos Nos comimo' en el carro, al cuarto ni llegamos, eh Desde que te desnudaste (Uh-uh), a mi mente te mudaste (-te, -te)  Estoy puesto pa' repetir lo de tú y yo en el balcón Del hotel con un blunt (Blunt, blunt) No te encuentro en ninguna aplicación Dime si fue que volviste con aquel cabrón Porque a mí no me molesta ser tu chillo Tú no eres monja ni yo monaguillo Me tiene' loco, ese culo te empillo Si se abre un OnlyFan', la baby se hace millo Y ella e' loca con que le haga cosa' con mi boca Hace tiempo no la veo y ya toca, ey  Me tienes mirando la foto de cuando chingamos Bonitos recuerdos de cuando nos escapamos Nos comimo' en el carro, al cuarto ni llegamos, eh Desde que te desnudaste, a mi mente te mudaste (-te-te-te)",1050,200,es,0.9999960571672858
153,6252,Bad Bunny X Daddy Yankee,Bad Bunny,La Santa,2,53,!Error!,7,1,de,0.8571412808847572
156,49,Bazzi Featuring Camila Cabello,Bazzi,Beautiful,27,26,"Hey Beautiful, beautiful, beautiful, beautiful angel Love your imperfections, every angle Tomorrow comes and goes before you know So I just had to let you know  The way that Gucci look on you, amazing But nothing can compare to when you're naked Now a Backwood and some Henny got you faded Saying you the one for me, I need to face it  Started when we were younger Swear to God that I loved her Sorry that your mum found out Guess that we just really had the thunder Ain't nobody else that I'd be under Beautiful, beautiful life right now Beautiful, beautiful night right now No, no, no  Hey Beautiful, beautiful, beautiful, beautiful angel Love your imperfections, every angle Tomorrow comes and goes before you know So I just had to let you know  The way that dress fall off you is amazing Love a miracle, a beautiful creation Baby, come a little closer, let me taste it You came a little closer, now you're shaking  Never ever gon' mislead you Don't believe the lies they feed you Stop and stare like a sculpture Painted in your colors Beautiful, beautiful life right now Beautiful, beautiful night right now Beautiful, beautiful by my side right now, yeah  Hey (No, no) Beautiful, beautiful, beautiful, beautiful angel Love your imperfections every angle (No, no, yeah) Tomorrow comes and goes before you know (We know, we know, we know) So I just had to let you know  The way that Gucci look on you amazing, yeah But nothing can compare to when you're naked (Hey!) (Perfect when you naked, together with you) Tomorrow comes and goes before you know So I just had to let you know  I just had to let you know Swear to God you're beautiful, yeah",1647,296,en,0.9999953934069883
157,1397,Bebe Rexha,Bebe Rexha,Last Hurrah,1,98,"I'm done with the drinking I’m done with the smoking I'm done with the playing I'm done with the joking I’m done with the ladies I'm done with the fellas Just sayin' (Yeah) Farewell tequila, so long margarita And Lady Sativa, I hate to leave ya Don't want the pressure I don't need a lecture No, thank you, honey, God bless ya  I know I've said it all before (Said it all before) But it won't hurt to do it all once more  This is my last hurrah, once I start I ain't gonna stop ’tiI I go too far Last hurrah and it’s okay Maybe tomorrow I won't feel this pain Last hurrah Last hurrah  I’m done with the heartache I'm done with the demons Can't wait to be normal Right after this weekend I'm done with the drama I’m fixing my karma One more night of pure nirvana  I know I've said it all before But it won't hurt to do it all once more  This is my last hurrah, once I start I ain't gonna stop 'til I go too far Last hurrah and it's okay Maybe tomorrow I won't feel this pain Last hurrah Last hurrah  Maybe I'll never change But I'm still glad I came Try again another day But for now  This is my last hurrah, once I start I ain't gonna stop 'til I go too far Last hurrah and it's okay Maybe tomorrow I won't feel this pain Last hurrah Last hurrah",1245,250,en,0.9999984588277172
161,2997,Beyonce,Beyonce,Spirit,1,98,"Uishi kwa muda mrefu mfalme (Uishi kwa uishi kwa) Uishi kwa muda mrefu mfalme (Uishi kwa, uishi kwa)  Yeah, yeah, and the wind is talkin' Yeah, yeah, for the very first time With a melody that pulls you towards it Paintin' pictures of paradise  Sayin' rise up To the light in the sky, yeah Watch the light lift your heart up Burn your flame through the night, woah  Spirit, watch the heavens open (Open) Yeah Spirit, can you hear it callin'? (Callin') Yeah  Yeah, yeah, and the water's crashin' Trying to keep your head up high While you're trembling, that's when the magic happens And the stars gather by, by your side  Sayin' rise up To the light in the sky, yeah Let the light lift your heart up Burn your flame through the night, yeah  Spirit, watch the heavens open (Open) Yeah Spirit, can you hear it callin'? (Callin') Yeah  Your destiny is comin' close Stand up and fi-i-ight  So go into that far off land And be one with the Great I Am, I Am A boy becomes a man, woah  Spirit, watch the heavens open (Open) Yeah Spirit, can you hear it callin'? (Callin') Yeah Spirit, yeah, watch the heavens open, open Yeah Spirit, spirit, can you hear it callin'? (Callin') Yeah  Your destiny is comin' close Stand up and fi-i-i-ight  So go into a far off land And be one with the Great I Am",1285,239,en,0.9999974579241013
171,1478,Billie Eilish,Billie Eilish,8,1,79,"Wait a minute, let me finish I know you don't care But can you listen? I came committed, guess I overdid it Wore my heart out on a chain Around my neck, but now it's missin', hmm  Da-da-da-da-da-da (Hmm) Da-da-da-da-da-da-da (Hmm, hmm, hmm, hmm) Oh, hmm, hmm  So I think I better go I never really know how to please you You're lookin' at me like I'm see-through I guess I'm gonna go I just never know how you feel Do you even feel anything?  Da-da-da-da-da-da-da Da-da-da-da-da-da-da Oh, hmm, hmm  You said, ""Don't treat me badly"" But you said it so sadly So I did the best I could Not thinkin' you would have left me gladly I know you're not sorry Why should you be? 'Cause who am I to be in love When your love never is for me? Me  Da-da-da-da-da-da-da (Hmm) Da-da-da-da-da-da-da (Hmm, hmm, hmm, hmm) Oh, hmm, hmm  So I think I better go I never really know how to please you You're lookin' at me like I'm see-through I guess I'm gonna go I just never know how you feel Do you even feel anything?",999,190,en,0.8571397114231876
172,1445,Billie Eilish,Billie Eilish,All The Good Girls Go To Hell,7,46,"My Lucifer is lonely  Standing there, killing time Can't commit to anything but a crime Peter's on vacation, an open invitation Animals, evidence Pearly Gates look more like a picket fence Once you get inside 'em Got friends but can't invite them  Hills burn in California My turn to ignore ya Don't say I didn't warn ya  All the good girls go to Hell 'Cause even God herself has enemies And once the water starts to rise And Heaven's out of sight She'll want the Devil on her team  My Lucifer is lonely  Look at you needing me You know I'm not your friend without some greenery Walk in wearin' fetters Peter should know better Your cover up is caving in Man is such a fool, why are we saving him? Poisoning themselves now Begging for our help, wow  Hills burn in California My turn to ignore ya Don't say I didn't warn ya  All the good girls go to Hell (All the good girls go to Hell) 'Cause even God herself (God herself) has enemies And once the water starts to rise (Water starts to rise) And Heaven's out of sight She'll want the Devil on her team  My Lucifer is lonely There's nothing left to save now My god is gonna owe me There's nothing left to save now  Haha! I cannot do the snowflake",1196,227,en,0.9999967502569079
173,1406,Billie Eilish,Billie Eilish,Bad Guy,49,1,"White shirt now red, my bloody nose Sleepin', you're on your tippy toes Creepin' around like no one knows Think you're so criminal Bruises on both my knees for you Don't say thank you or please I do what I want when I'm wanting to My soul? So cynical  So you're a tough guy Like it really rough guy Just can't get enough guy Chest always so puffed guy I'm that bad type Make your mama sad type Make your girlfriend mad tight Might seduce your dad type I'm the bad guy Duh  I'm the bad guy  I like it when you take control Even if you know that you don't Own me, I'll let you play the role I'll be your animal My mommy likes to sing along with me But she won't sing this song If she reads all the lyrics She'll pity the men I know  So you're a tough guy Like it really rough guy Just can't get enough guy Chest always so puffed guy I'm that bad type Make your mama sad type Make your girlfriend mad tight Might seduce your dad type I'm the bad guy Duh  I'm the bad guy, duh I'm only good at bein' bad, bad  I like when you get mad I guess I'm pretty glad that you're alone You said she's scared of me? I mean, I don't see what she sees But maybe it's 'cause I'm wearing your cologne  I'm a bad guy I'm, I'm a bad guy Bad guy, bad guy I'm a bad",1242,257,en,0.9999965669921339
